address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars
"Lonavla, Maharashtra, India",True,18.76322,73.44223,3BHK Pool Villa 36 by The Rentalgram,10,150,Entire villa,4.7
"Nedumudy, Kerala, India",False,9.41887,76.40641,"4BR Riverside Hideaway w/ 2 Pvt Pools, Alleppey",8,433,Private room in nature lodge,
"Udupi, Karnataka, India",False,13.37779,74.69766,Udupi Beach House: Seascape,10,149,Private room in bungalow,4.83
"Jaipur, Rajasthan, India",False,26.92392,75.80481,Alsisar Haveli - A Heritage Home,2,132,Entire serviced apartment,4.93
"Penha de França, Goa, India",True,15.52005,73.81814,Luxury Service Apartments w/Pool in North Goa,12,130,Room in serviced apartment,4.71
"Jaipur, Rajasthan, India",False,26.90123,75.82154,Royal Suite !,2,131,Room in heritage hotel,4.76
"Vagator, Goa, India",True,15.6041,73.75412,5 Star Luxe Villa North Goa with Olympic size Pool,10,150,Entire villa,4.94
"Candolim, Goa, India",True,15.51,73.774,Serenidad - 3BHK penthouse with private terrace!,8,148,Entire serviced apartment,4.68
"Lonavla, Maharashtra, India",False,18.77964,73.38772,The Most Luxurious Villa With Private Swimming,16,133,Entire villa,3.83
"Marsur, Karnataka, India",False,12.763,77.69897,"Cedar House Farm Stay, 20 mins from Koramangala",12,135,Farm stay,4.86
"Lonavala, Maharashtra, India",False,18.76309,73.40182,Elegant Villa: Luxury 4BHK by Limestays,16,133,Entire villa,4.57
"Assagao, Goa, India",False,15.59958,73.77469,Indo - Portuguese Villa in Assagao,7,147,Entire villa,4.55
"Siolim, Goa, India",True,15.62359,73.76828,Riviera Sublime 3BHK Villa,10,137,Entire villa,4.78
"Nainital, Uttarakhand, India",False,29.50948,79.63587,Meraki @ The Woodhouse Farm,6,153,Farm stay,5.0
"Varca, India",False,15.22279,73.93695,A Cosy Villa near the beach in Goa,10,134,Entire villa,4.6
"Nainital, Uttarakhand, India",False,29.45992,79.65339,Sara's Chalet Two with Garden View,5,149,Entire chalet,4.42
"Kodaikanal, Tamil Nadu, India",True,10.26714,77.46693,ANISREE (4 Bedroom home with valley view),8,151,Entire home,4.81
"Gurugram, Haryana, India",False,28.36201,76.95057,"Farm Villa  with pool near NH 8, Bonfire",14,132,Entire home,3.85
"Goa, India",True,15.51444,73.76619,"3 Bhk Luxury Beach Villa.
HAPPY 2 U 
Candolim.",10,139,Entire bungalow,4.92
"Pravithanam, Kerala, India",False,9.737,76.735,Pool Villa - The Humming Trees,16,192,Entire villa,4.92
"Lonavala, Maharashtra, India",False,18.73217,73.40168,StayVista Scenic View - 4BR Bungalow 89,12,193,Entire villa,4.36
"Gurugram, Haryana, India",True,28.289,76.929,Farm The Retreat | With Private Pool,6,196,Farm stay,4.74
"Chapora, Goa, India",False,15.60545,73.74301,ElSereno-2Bhk Apt with Private Garden-North Goa,4,140,Entire rental unit,4.77
"Lanja, Maharashtra, India",False,16.881,73.468,TERRAKOT....A Mango Breeze!,9,192,Farm stay,
"Panchgani, Maharashtra, India",True,17.943,73.807,Valley view Bungalow on rent in Panchgani,16,190,Entire home,4.91
"Lonavala, Maharashtra, India",False,18.7641,73.40108,Shalimar Royal: Luxurious 4BHK Villa by Limestays,16,133,Entire villa,4.41
"Jaipur, Rajasthan, India",False,26.97969,75.77537,'Alberto Villa' -High end luxury mansion with pool,10,192,Entire villa,
"Ranga Reddy, Telangana, India",False,17.29038,78.23217,Experience serenity at this 2BHK pool property,14,192,Entire villa,5.0
"Lonavala, Maharashtra, India",True,18.74743,73.42289,Modi House,16,194,Entire bungalow,4.66
"Nainital, Uttarakhand, India",False,29.41925,79.55279,Sara's Chalet Three w/ Lawn,5,132,Entire chalet,4.43
"Colva, Goa, India",False,15.27555,73.91895,Luxurious 3bhk villa with private pool at Colva,9,191,Entire home,3.2
"Jaipur, Rajasthan, India",False,26.93029,75.88596,4 BR Artisana Farm with swimming pool in Jaipur,10,129,Farm stay,4.49
"Vagator, Goa, India",True,15.59775,73.75629,"3BHK luxury Villa-Villa Da' Sixth, Vagator- Anjuna",8,141,Entire villa,4.83
"Alto Porvorim, Goa, India",True,15.51944,73.81883,Serviced Apartments w Pool & Breakfast for upto 12,12,133,Room in serviced apartment,5.0
"Dhanolti, Uttarakhand, India",True,30.447,78.196,A Secluded Wood Cabin @ Dhanaulti (Falcon Crest ),4,135,Entire cabin,4.89
"Baga, Goa, India",False,15.55843,73.75666,Cute 3 Bedroom Villa 300m from Baga Beach,6,129,Entire villa,4.53
"Chennai, Tamil Nadu, India",False,12.70712,80.2272,"B's Hive on the Beach - ""KADAL""",10,137,Entire cottage,4.78
"Manali, Himachal Pradesh, India",True,32.245,77.181,4BHK: The ForestBound Cottage,10,153,Entire villa,5.0
"Sangolda, Goa, India",False,15.54702,73.80199,Baga/calangute 7min drive- 3bhk villa with pool,12,137,Entire villa,4.44
"Igatpuri, Maharashtra, India",False,19.68254,73.57751,Cabaral Villa: Artsy 3BHK with pool by Limestays,16,137,Entire villa,4.4
"Kasauli, HP, India",False,30.902,77.016,The Anchorage by Sonali - Kasauli,6,139,Entire cottage,4.75
"New Delhi, Delhi, India",True,28.52394,77.13948,Villa spend time and make memories,10,150,Entire villa,
"Nalambi, Maharashtra, India",True,19.22775,73.21889,"Jumbo pool villa, Ambernath",12,152,Farm stay,4.8
"Sughandhagiry, Kerala, India",False,11.58006,75.99667,A Frame Wildrootstay Orchid Family Chalet,6,131,Farm stay,3.8
"Chalnichhina, Uttarakhand, India",True,29.5547,79.80569,Hushstay x House on the Slope :Facing the Himalaya,6,192,Farm stay,5.0
"Goa, India",True,15.5987,73.75698,"Vagator ,Cosy & Modern 3 bedroom villa for 8",8,196,Entire villa,5.0
"Munnar, Kerala, India",False,10.15926,77.17119,"Nature Castle(Willus villa),Munnar,Vattavada",16,154,Entire villa,4.53
